	Kingdom	Phyllum	Class	Order	Family	Genus	Species	Bd_inhib
ZOTU14166	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	f__Chthoniobacteraceae	f__Chthoniobacteraceae	no_unhib
ZOTU5798	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	f__Chthoniobacteraceae	f__Chthoniobacteraceae	no_unhib
ZOTU9597	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	f__Chthoniobacteraceae	f__Chthoniobacteraceae	no_unhib
ZOTU12118	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	f__Chthoniobacteraceae	f__Chthoniobacteraceae	no_unhib
ZOTU11121	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	f__Chthoniobacteraceae	f__Chthoniobacteraceae	no_unhib
ZOTU1045	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Candidatus_Udaeobacter	g__Candidatus_Udaeobacter	no_unhib
ZOTU8485	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Candidatus_Udaeobacter	g__Candidatus_Udaeobacter	no_unhib
ZOTU5594	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Candidatus_Udaeobacter	g__Candidatus_Udaeobacter	no_unhib
ZOTU11103	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Candidatus_Udaeobacter	g__Candidatus_Udaeobacter	no_unhib
ZOTU14624	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Candidatus_Udaeobacter	s__uncultured_bacterium	no_unhib
ZOTU11970	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Candidatus_Udaeobacter	s__uncultured_cyanobacterium	no_unhib
ZOTU5863	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Candidatus_Udaeobacter	s__uncultured_Verrucomicrobia	no_unhib
ZOTU1769	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU18452	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU11737	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU6191	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU13697	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU8034	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU7669	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU20777	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU19423	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU14746	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU3177	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU9100	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU10168	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU10352	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU18493	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU19164	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU6588	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU14374	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU19184	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	g__Chthoniobacter	no_unhib
ZOTU2799	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__metagenome	no_unhib
ZOTU6688	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__metagenome	no_unhib
ZOTU1624	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__metagenome	no_unhib
ZOTU19128	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__metagenome	no_unhib
ZOTU17467	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__metagenome	no_unhib
ZOTU2779	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__metagenome	no_unhib
ZOTU7076	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__metagenome	no_unhib
ZOTU9886	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__metagenome	no_unhib
ZOTU4655	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__metagenome	no_unhib
ZOTU4449	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU17873	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU7671	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU17317	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU14688	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU13403	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU17918	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU9853	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU19789	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU11032	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU10357	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU19317	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU7073	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_bacterium	no_unhib
ZOTU19796	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_Verrucomicrobia	no_unhib
ZOTU14269	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_Verrucomicrobia	no_unhib
ZOTU10701	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__uncultured_Verrucomicrobia	no_unhib
ZOTU12994	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__Verrucomicrobia_bacterium	no_unhib
ZOTU19084	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Terrimicrobiaceae	f__Terrimicrobiaceae	f__Terrimicrobiaceae	no_unhib
ZOTU19148	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Terrimicrobiaceae	g__FukuN18_freshwater_group	s__metagenome	no_unhib
ZOTU20584	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Terrimicrobiaceae	g__Terrimicrobium	g__Terrimicrobium	no_unhib
ZOTU1033	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Terrimicrobiaceae	g__Terrimicrobium	g__Terrimicrobium	no_unhib
ZOTU5448	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Terrimicrobiaceae	g__Terrimicrobium	s__Terrimicrobium_sacchariphilum	no_unhib
ZOTU19652	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Terrimicrobiaceae	g__Terrimicrobium	s__uncultured_bacterium	no_unhib
ZOTU9023	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Xiphinematobacteraceae	g__Candidatus_Xiphinematobacter	s__metagenome	no_unhib
ZOTU19509	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Xiphinematobacteraceae	g__Candidatus_Xiphinematobacter	s__uncultured_bacterium	no_unhib
ZOTU18884	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Xiphinematobacteraceae	g__Candidatus_Xiphinematobacter	s__uncultured_bacterium	no_unhib
ZOTU18189	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	o__Chthoniobacterales	o__Chthoniobacterales	o__Chthoniobacterales	no_unhib
ZOTU7037	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	o__Chthoniobacterales	o__Chthoniobacterales	o__Chthoniobacterales	no_unhib
ZOTU4793	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	g__uncultured	no_unhib
ZOTU5872	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	g__uncultured	no_unhib
ZOTU15058	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	g__uncultured	no_unhib
ZOTU12346	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	g__uncultured	no_unhib
ZOTU15831	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	g__uncultured	no_unhib
ZOTU11735	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	s__metagenome	no_unhib
ZOTU6043	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	s__metagenome	no_unhib
ZOTU10106	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU19188	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU15020	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU3768	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU11911	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU17984	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU17839	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU18904	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU22129	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__uncultured	s__uncultured_bacterium	no_unhib
ZOTU574	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	f__Opitutaceae	f__Opitutaceae	no_unhib
ZOTU8567	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	f__Opitutaceae	f__Opitutaceae	no_unhib
ZOTU17100	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	f__Opitutaceae	f__Opitutaceae	no_unhib
ZOTU10933	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	f__Opitutaceae	f__Opitutaceae	no_unhib
ZOTU6527	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	f__Opitutaceae	f__Opitutaceae	no_unhib
ZOTU560	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	f__Opitutaceae	f__Opitutaceae	no_unhib
ZOTU12421	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	f__Opitutaceae	f__Opitutaceae	no_unhib
ZOTU9823	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	f__Opitutaceae	f__Opitutaceae	no_unhib
ZOTU16605	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	f__Opitutaceae	f__Opitutaceae	no_unhib
ZOTU1590	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	f__Opitutaceae	f__Opitutaceae	no_unhib
ZOTU5317	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	f__Opitutaceae	f__Opitutaceae	no_unhib
ZOTU20406	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	f__Opitutaceae	f__Opitutaceae	no_unhib
ZOTU21991	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Alterococcus	s__uncultured_bacterium	no_unhib
ZOTU21989	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Alterococcus	s__uncultured_bacterium	no_unhib
ZOTU16890	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Alterococcus	s__uncultured_bacterium	no_unhib
ZOTU550	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__IMCC26134	g__IMCC26134	no_unhib
ZOTU8114	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__IMCC26134	g__IMCC26134	no_unhib
ZOTU17857	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__IMCC26134	g__IMCC26134	no_unhib
ZOTU12369	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__IMCC26134	g__IMCC26134	no_unhib
ZOTU21763	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	g__Lacunisphaera	no_unhib
ZOTU7937	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	g__Lacunisphaera	no_unhib
ZOTU9299	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	g__Lacunisphaera	no_unhib
ZOTU7227	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	g__Lacunisphaera	no_unhib
ZOTU825	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	s__metagenome	no_unhib
ZOTU7697	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	s__metagenome	no_unhib
ZOTU8435	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	s__metagenome	no_unhib
ZOTU2965	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	s__metagenome	no_unhib
ZOTU15809	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	s__uncultured_bacterium	no_unhib
ZOTU11243	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Opitutus	g__Opitutus	no_unhib
ZOTU10993	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Opitutus	g__Opitutus	no_unhib
ZOTU11125	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Opitutus	g__Opitutus	no_unhib
ZOTU4350	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Opitutus	g__Opitutus	no_unhib
ZOTU4380	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Opitutus	g__Opitutus	no_unhib
ZOTU18480	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Opitutus	g__Opitutus	no_unhib
ZOTU572	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Opitutus	s__Verrucomicrobia_bacterium	no_unhib
ZOTU9793	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__uncultured	g__uncultured	no_unhib
ZOTU3390	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Puniceicoccaceae	f__Puniceicoccaceae	f__Puniceicoccaceae	no_unhib
ZOTU15968	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Puniceicoccaceae	f__Puniceicoccaceae	f__Puniceicoccaceae	no_unhib
ZOTU19115	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Puniceicoccaceae	f__Puniceicoccaceae	f__Puniceicoccaceae	no_unhib
ZOTU4983	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Puniceicoccaceae	g__Cerasicoccus	s__Coraliomargarita_sp.	no_unhib
ZOTU14373	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Puniceicoccaceae	g__Verruc-01	g__Verruc-02	no_unhib
ZOTU7350	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Puniceicoccaceae	g__Verruc-01	s__Opitutae_bacterium	no_unhib
ZOTU19916	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Puniceicoccaceae	g__Verruc-01	s__Opitutae_bacterium	no_unhib
ZOTU11624	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	o__Opitutales	o__Opitutales	o__Opitutales	no_unhib
ZOTU21074	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	o__Opitutales	o__Opitutales	o__Opitutales	no_unhib
ZOTU21555	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	o__Opitutales	o__Opitutales	o__Opitutales	no_unhib
ZOTU7734	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU9913	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU17116	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU12451	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU18674	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU4279	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU19068	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU5768	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU22059	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU9822	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU10548	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU233	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU3199	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU15142	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU7805	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU14955	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU4918	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU20044	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
ZOTU17528	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	f__Pedosphaeraceae	f__Pedosphaeraceae	no_unhib
